reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,_parsed_date,reason_text
2021.3427,SPS,food,aflatoxins in groundnuts from India,30-06-2021 08:29:08,Italy,border rejection notification,serious,,,,"India,Italy",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",6/30/2021 8:29,"aflatoxins in groundnuts from India | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2021.3405,SPS,food,Ethylene oxide in organic linseed from India,29-06-2021 12:15:06,Germany,information notification for attention,undecided,Germany,INFOSAN,,"Germany,India",India,ethylene oxide   - {pesticide residues},6/29/2021 12:15,Ethylene oxide in organic linseed from India | ethylene oxide   - {pesticide residues}
2021.3389,Other/Unmatched,food,Excessive levels of lead in onion powder from India,28-06-2021 16:01:39,Germany,information notification for attention,serious,Germany,INFOSAN,,"Germany,India",India,lead  high content - {heavy metals},6/28/2021 16:01,Excessive levels of lead in onion powder from India | lead  high content - {heavy metals}
2021.3362,TBT,food,"improper health certificate for frozen peppers (Capsicum spp) from India, via the United Kingdom",25-06-2021 12:44:14,Spain,border rejection notification,not serious,,,,"Spain,United Kingdom",India,,6/25/2021 12:44,"improper health certificate for frozen peppers (Capsicum spp) from India, via the United Kingdom"
2021.3337,Other/Unmatched,food,unsuitable means of transport for bulk palm oil from Ecuador,24-06-2021 15:42:44,Spain,border rejection notification,not serious,Spain,,,"Ecuador,Spain",Ecuador,,6/24/2021 15:42,unsuitable means of transport for bulk palm oil from Ecuador
2021.3294,SPS,food,"Salmonella enterica ser. Newport in psyllium fibres from India, via Germany",23-06-2021 12:15:25,Finland,alert notification,serious,"Finland,Germany",,"Finland,Germany","Finland,Germany,India",India,Salmonella Newport  - {pathogenic micro-organisms},6/23/2021 12:15,"Salmonella enterica ser. Newport in psyllium fibres from India, via Germany | Salmonella Newport  - {pathogenic micro-organisms}"
2021.3285,SPS,food,pesticides in Bio Brahmi powder,22-06-2021 17:12:46,Bulgaria,alert notification,serious,"Belgium,Bulgaria,Croatia,Czechia,Greece,Italy,Latvia,Portugal,Romania,Slovenia",Bulgaria,"Belgium,Croatia,Czechia,Germany,Greece,Italy,Latvia,Portugal,Romania,Slovenia","India,Italy,Sweden",India,chlorpyrifos   - {pesticide residues},6/22/2021 17:12,pesticides in Bio Brahmi powder | chlorpyrifos   - {pesticide residues}
2021.316,SPS,food,Salmonella Infantis in frozen fish (Gourami) from Vietnam,17-06-2021 15:59:46,Norway,information notification for follow-up,not serious,"Austria,Belgium,Denmark,Finland,Germany,Netherlands,Norway,Portugal,Sweden","Germany,Netherlands",,"Germany,Norway,Vietnam",Vietnam,Salmonella infantis  - {pathogenic micro-organisms},6/17/2021 15:59,Salmonella Infantis in frozen fish (Gourami) from Vietnam | Salmonella infantis  - {pathogenic micro-organisms}
2021.31,Other/Unmatched,food,undeclared allergen milk in chapati bread,15-06-2021 16:42:33,Sweden,alert notification,serious,"Denmark,Sweden",INFOSAN,Denmark,"India,Sweden",India,,6/15/2021 16:42,undeclared allergen milk in chapati bread
2021.3061,TBT,food,"absence of health certificate(s) for chilli powder from India, via the United Kingdom",14-06-2021 13:35:47,Spain,border rejection notification,undecided,United Kingdom,,Spain,"India,Spain,United Kingdom",India,,6/14/2021 13:35,"absence of health certificate(s) for chilli powder from India, via the United Kingdom"
2021.3043,SPS,food,Too high level of carbofuran in Guava (psidium guajava),11/6/2021 16:46,Switzerland,information notification for attention,serious,Switzerland,INFOSAN,,"Switzerland,Vietnam",Vietnam,carbofuran   - {pesticide residues},6/11/2021 16:46,Too high level of carbofuran in Guava (psidium guajava) | carbofuran   - {pesticide residues}
2021.2968,SPS,food,"Unauthorized substance ethylene oxide in sliced, dehydrated onions from India",8/6/2021 18:04,Germany,information notification for attention,serious,"France,Germany","France,INFOSAN",,"Germany,India",India,ethylene oxide   - {pesticide residues},6/8/2021 18:04,"Unauthorized substance ethylene oxide in sliced, dehydrated onions from India | ethylene oxide   - {pesticide residues}"
2021.2943,SPS,food,Ethylene oxide in curcuma,8/6/2021 11:30,Belgium,alert notification,undecided,"Belgium,France,Germany,Monaco,Poland,Russia,Spain,Switzerland,United Arab Emirates,United States",,"Belgium,France,Germany,Poland,Spain,Switzerland","Belgium,France,India",India,ethylene oxide   - {pesticide residues},6/8/2021 11:30,Ethylene oxide in curcuma | ethylene oxide   - {pesticide residues}
2021.2923,SPS,food,"unauthorised substance chlorpyrifos in organic hulled sesame seeds from India, via Germany",7/6/2021 14:18,Norway,alert notification,undecided,"Germany,Norway",,Norway,"Germany,India,Norway",India,chlorpyrifos   - {pesticide residues},6/7/2021 14:18,"unauthorised substance chlorpyrifos in organic hulled sesame seeds from India, via Germany | chlorpyrifos   - {pesticide residues}"
2021.2803,SPS,food,Chlorpyrifos in dried mu-err mushrooms from Vietnam,1/6/2021 16:29,Germany,alert notification,serious,"France,Germany",Germany,"Czechia,France","Czechia,Germany",Vietnam,chlorpyrifos   - {pesticide residues},6/1/2021 16:29,Chlorpyrifos in dried mu-err mushrooms from Vietnam | chlorpyrifos   - {pesticide residues}
2021.2769,SPS,food,Madras curry powder with ethylene oxide,31-05-2021 11:19:26,Denmark,information notification for attention,serious,Denmark,INFOSAN,,"Denmark,India",India,ethylene oxide   - {pesticide residues},5/31/2021 11:19,Madras curry powder with ethylene oxide | ethylene oxide   - {pesticide residues}
2021.2756,SPS+TBT,food,"Dinotefuran (0,071 ± 0,036 mg/kg) in black tea from India, packaged in Ukraine",28-05-2021 16:43:57,Poland,border rejection notification,undecided,Poland,,,"India,Poland,Ukraine",India,dinotefuran  unauthorised substance - {pesticide residues},5/28/2021 16:43,"Dinotefuran (0,071 ± 0,036 mg/kg) in black tea from India, packaged in Ukraine | dinotefuran  unauthorised substance - {pesticide residues}"
2021.2699,SPS,food,"Ochratoxin A in basmati rice from India, via the Netherlands",27-05-2021 12:36:59,Germany,information notification for follow-up,undecided,"Germany,Netherlands",INFOSAN,Netherlands,"Germany,India,Netherlands",India,ochratoxin A   - {mycotoxins},5/27/2021 12:36,"Ochratoxin A in basmati rice from India, via the Netherlands | ochratoxin A   - {mycotoxins}"
2021.2684,SPS,food,Unauthorized substance ethylene oxide in organic green coffee from India,26-05-2021 18:18:19,France,border rejection notification,serious,,,,,India,ethylene oxide   - {pesticide residues},5/26/2021 18:18,Unauthorized substance ethylene oxide in organic green coffee from India | ethylene oxide   - {pesticide residues}
2021.267,Other/Unmatched,food,Metal particles in ayurveda food supplement from India,26-05-2021 14:23:20,Czechia,information notification for attention,undecided,Czechia,,,"Czechia,India",India,foreign body   - {foreign bodies},5/26/2021 14:23,Metal particles in ayurveda food supplement from India | foreign body   - {foreign bodies}
2021.2642,SPS,feed,Aflatoxin B1 in panicum millet from India,25-05-2021 15:55:45,Spain,information notification for attention,serious,Spain,Spain,Cyprus,"India,Spain",India,Aflatoxin B1   - {mycotoxins},5/25/2021 15:55,Aflatoxin B1 in panicum millet from India | Aflatoxin B1   - {mycotoxins}
2021.26,SPS,food,Salmonella spp. in organic shatavari powder from India,21-05-2021 17:28:29,Germany,alert notification,serious,"Austria,Finland,Germany,Italy,Netherlands,Poland,Portugal,Slovenia,Spain,Switzerland,United Kingdom","Germany,INFOSAN","Austria,Finland,Italy,Netherlands,Poland,Portugal,Slovenia,Spain,Switzerland","Germany,India",India,,5/21/2021 17:28,Salmonella spp. in organic shatavari powder from India
2021.2592,SPS,food,Salmonella in gambero indopacifico/salmonella in frozen blanched shrimps (Parapenaeopsis stylifera) from India ,21-05-2021 16:12:53,Italy,information notification for attention,undecided,Italy,,,"India,Italy",India,Salmonella spp.  - {pathogenic micro-organisms},5/21/2021 16:12,Salmonella in gambero indopacifico/salmonella in frozen blanched shrimps (Parapenaeopsis stylifera) from India  | Salmonella spp.  - {pathogenic micro-organisms}
2021.258,SPS,food,Ethylene oxide in ground coriander seeds from India,21-05-2021 13:58:59,Spain,border rejection notification,serious,,,,"India,Spain",India,ethylene oxide   - {pesticide residues},5/21/2021 13:58,Ethylene oxide in ground coriander seeds from India | ethylene oxide   - {pesticide residues}
2021.2555,SPS,food,Salmonella Bareilly in frozen green beans from India,20-05-2021 15:12:18,Finland,border rejection notification,serious,Finland,INFOSAN,,"Finland,India,United Kingdom",India,"Salmonella  enteritidis  - {pathogenic micro-organisms},Salmonella Bareilly  - {pathogenic micro-organisms}",5/20/2021 15:12,"Salmonella Bareilly in frozen green beans from India | Salmonella  enteritidis  - {pathogenic micro-organisms},Salmonella Bareilly  - {pathogenic micro-organisms}"
2021.2552,SPS,food,ethylene oxide in ground ginger from India,20-05-2021 14:36:10,Austria,alert notification,serious,"Austria,Bulgaria,France,Germany,Greece,Netherlands,Poland,United Kingdom",,"Bulgaria,France,Germany,Greece,Netherlands,Poland","Austria,India",India,ethylene oxide   - {pesticide residues},5/20/2021 14:36,ethylene oxide in ground ginger from India | ethylene oxide   - {pesticide residues}
2021.255,Other/Unmatched,food,Excess of lead and mercury in ayurvedic food supplement from India,20-05-2021 13:04:15,Finland,border rejection notification,serious,Finland,,,"Finland,India",India,"lead  high content - {heavy metals},mercury   - {heavy metals}",5/20/2021 13:04,"Excess of lead and mercury in ayurvedic food supplement from India | lead  high content - {heavy metals},mercury   - {heavy metals}"
2021.2529,SPS,food,Cadmium MRL in Canned tuna from Ecuador,19-05-2021 15:49:34,Poland,information notification for attention,serious,Poland,"INFOSAN,Poland",,"Ecuador,Poland",Ecuador,cadmium   - {heavy metals},5/19/2021 15:49,Cadmium MRL in Canned tuna from Ecuador | cadmium   - {heavy metals}
2021.2459,SPS,food,Salmonella in sesame seeds from India,17-05-2021 17:17:39,Sweden,border rejection notification,serious,,INFOSAN,,"India,Sweden",India,Salmonella  enteritidis  - {pathogenic micro-organisms},5/17/2021 17:17,Salmonella in sesame seeds from India | Salmonella  enteritidis  - {pathogenic micro-organisms}
2021.2412,TBT,food,Sulfites prawns from Ecuador / Sulfitos en langostinos de Ecuador,14-05-2021 11:07:30,Spain,information notification for attention,not serious,,,,"Ecuador,Spain",Ecuador,E220- sulfur dioxide  too high content - {food additives and flavourings},5/14/2021 11:07,Sulfites prawns from Ecuador / Sulfitos en langostinos de Ecuador | E220- sulfur dioxide  too high content - {food additives and flavourings}
2021.2406,Other/Unmatched,food,Novel food Gloriosa superba and Thevetia peruviana seeds from Índia,13-05-2021 16:04:49,Portugal,border rejection notification,undecided,,,,"India,Portugal",India,,5/13/2021 16:04,Novel food Gloriosa superba and Thevetia peruviana seeds from Índia
2021.2394,SPS,food,Ethyleen oxide in organic amaranth from India,12/5/2021 16:47,Netherlands,alert notification,serious,Germany,INFOSAN,Germany,"India,Netherlands",India,ethylene oxide   - {pesticide residues},5/12/2021 16:47,Ethyleen oxide in organic amaranth from India | ethylene oxide   - {pesticide residues}
2021.2383,SPS,food,Ethylene oxide in guar gum from India,12/5/2021 14:09,Germany,alert notification,serious,"Austria,Germany",INFOSAN,Austria,"Germany,India",India,ethylene oxide   - {pesticide residues},5/12/2021 14:09,Ethylene oxide in guar gum from India | ethylene oxide   - {pesticide residues}
2021.2346,SPS,food,ethylene oxide in spices from India,11/5/2021 10:49,Spain,border rejection notification,serious,,,,"India,Spain",India,ethylene oxide   - {pesticide residues},5/11/2021 10:49,ethylene oxide in spices from India | ethylene oxide   - {pesticide residues}
2021.2308,SPS,food,Cristall Violet in Shrimps,7/5/2021 16:20,Netherlands,information notification for attention,serious,,INFOSAN,,,India,crystal violet  unauthorised substance - {residues of veterinary medicinal products},5/7/2021 16:20,Cristall Violet in Shrimps | crystal violet  unauthorised substance - {residues of veterinary medicinal products}
2021.2295,SPS,food,Nitrofurans (furazolidone) in frozen frog legs from Vietnam,7/5/2021 14:49,France,information notification for attention,serious,,,,"France,Vietnam",Vietnam,nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products},5/7/2021 14:49,Nitrofurans (furazolidone) in frozen frog legs from Vietnam | nitrofuran (metabolite) furazolidone (AOZ) prohibited substance - {residues of veterinary medicinal products}
2021.2287,SPS,food,Ethylene oxide in organic amaranth from India,7/5/2021 13:07,Germany,alert notification,serious,"Austria,Germany,Italy,Romania",INFOSAN,"Austria,Italy,Romania","Austria,Germany,India,Romania",India,ethylene oxide   - {pesticide residues},5/7/2021 13:07,Ethylene oxide in organic amaranth from India | ethylene oxide   - {pesticide residues}
2021.2272,SPS,food,finding of ethylene oxide in Psyllium flakes,6/5/2021 17:08,Italy,alert notification,serious,"Italy,San Marino","INFOSAN,Italy","Netherlands,Romania","India,Italy",India,ethylene oxide   - {pesticide residues},5/6/2021 17:08,finding of ethylene oxide in Psyllium flakes | ethylene oxide   - {pesticide residues}
2021.2247,SPS,food,ethylene oxide in sesame seeds from India // Oxido de etileno-semillas de sésamo- India,6/5/2021 11:35,Spain,border rejection notification,serious,Spain,,,India,India,ethylene oxide   - {pesticide residues},5/6/2021 11:35,ethylene oxide in sesame seeds from India // Oxido de etileno-semillas de sésamo- India | ethylene oxide   - {pesticide residues}
2021.2242,SPS,food,Salmonella in psyllium husk powder,6/5/2021 11:10,Denmark,alert notification,serious,,INFOSAN,,Denmark,India,Salmonella  enteritidis  - {pathogenic micro-organisms},5/6/2021 11:10,Salmonella in psyllium husk powder | Salmonella  enteritidis  - {pathogenic micro-organisms}
2021.2153,SPS+TBT,feed,Tetracycline in raw material for feed additive from India,29-04-2021 16:41:56,Germany,information notification for attention,undecided,"Bangladesh,Egypt,Germany,India,Iraq,Jordan,Philippines,Serbia",,,"Germany,India",India,tetracycline  residue level above MRL - - {residues of veterinary medicinal products},4/29/2021 16:41,Tetracycline in raw material for feed additive from India | tetracycline  residue level above MRL - - {residues of veterinary medicinal products}
2021.2136,Other/Unmatched,food,"Unauthorised novel food, dehydrated sea grapes and dried Irish moss from Vietnam",28-04-2021 20:19:54,Spain,border rejection notification,undecided,,,,"Spain,Vietnam",Vietnam,,4/28/2021 20:19,"Unauthorised novel food, dehydrated sea grapes and dried Irish moss from Vietnam"
2021.2107,SPS,food,Aflatoxins in Indian Groundnut Kernels,28-04-2021 08:05:40,Netherlands,border rejection notification,serious,,,,"India,Netherlands",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",4/28/2021 8:05,"Aflatoxins in Indian Groundnut Kernels | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2021.2082,Other/Unmatched,food,Presenza di allergeni (solfiti) in spiedini di mazzancolle surgelate///// Undeclared sulphites in frozen prawn skewers from Ecuador ,26-04-2021 17:03:01,Italy,alert notification,serious,"Denmark,Italy",,"Austria,Denmark","Denmark,Ecuador",Ecuador,,4/26/2021 17:03,Presenza di allergeni (solfiti) in spiedini di mazzancolle surgelate///// Undeclared sulphites in frozen prawn skewers from Ecuador 
2021.2055,SPS,food,Salmonella spp. und überhöhter Gehalt an Blei in gemahlenen Zwiebeln aus Indien /// Salmonella spp. and increased lead content in ground onions from India,26-04-2021 09:55:05,Germany,alert notification,serious,"France,Germany,Portugal,Spain","France,Portugal,Spain","France,Portugal,Spain","Germany,India,Spain",India,"Salmonella spp.  - {pathogenic micro-organisms},lead  high content - {heavy metals}",4/26/2021 9:55,"Salmonella spp. und überhöhter Gehalt an Blei in gemahlenen Zwiebeln aus Indien /// Salmonella spp. and increased lead content in ground onions from India | Salmonella spp.  - {pathogenic micro-organisms},lead  high content - {heavy metals}"
2021.2036,TBT,food,Sudan-1 in curry ,23-04-2021 15:15:23,Netherlands,alert notification,serious,"Belgium,Netherlands",INFOSAN,,"Netherlands,Türkiye",India,Sudan 1 unauthorised colour - {composition},4/23/2021 15:15,Sudan-1 in curry  | Sudan 1 unauthorised colour - {composition}
2021.2009,SPS,food,Unauthorized substance ethylene oxide in organic sesame seeds from India,22-04-2021 14:57:22,Germany,information notification for attention,serious,"Austria,Germany",Austria,,"Austria,Germany,India",India,ethylene oxide   - {pesticide residues},4/22/2021 14:57,Unauthorized substance ethylene oxide in organic sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.2003,SPS,food,Ethylene oxide in psyllium,22-04-2021 13:25:54,Belgium,alert notification,serious,"Belgium,Germany,Netherlands,Norway",INFOSAN,"Germany,Netherlands,Norway","Belgium,India",India,ethylene oxide   - {pesticide residues},4/22/2021 13:25,Ethylene oxide in psyllium | ethylene oxide   - {pesticide residues}
2021.1895,Other/Unmatched,food,Crustáceos. Ruptura de la cadena de frío. Control organoléptico desfavorable. India. / Poor Temperature control - rupture of the cold chain - of frozen crustacean (Parapenaeopsis stylifera) from India.,16-04-2021 15:06:50,Spain,border rejection notification,undecided,,,,"India,Spain",India,,4/16/2021 15:06,Crustáceos. Ruptura de la cadena de frío. Control organoléptico desfavorable. India. / Poor Temperature control - rupture of the cold chain - of frozen crustacean (Parapenaeopsis stylifera) from India.
2021.1848,SPS,food,unauthorised substance ethylene oxide in Ashwagandha from India,14-04-2021 13:12:23,France,border rejection notification,serious,,,,"India,United States",India,ethylene oxide   - {pesticide residues},4/14/2021 13:12,unauthorised substance ethylene oxide in Ashwagandha from India | ethylene oxide   - {pesticide residues}
2021.1844,SPS,food,Aflatoxinas B1  en cayena molida esterilizada de la India./ Aflatoxins B1 in sterilized chilli powder from India.,14-04-2021 10:02:33,Spain,border rejection notification,serious,,,,"India,Spain",India,Aflatoxin B1   - {mycotoxins},4/14/2021 10:02,Aflatoxinas B1  en cayena molida esterilizada de la India./ Aflatoxins B1 in sterilized chilli powder from India. | Aflatoxin B1   - {mycotoxins}
2021.1818,SPS,food,Aflatoxins in Indian groundnuts,12/4/2021 16:20,Netherlands,border rejection notification,serious,,,Switzerland,"India,Netherlands,Switzerland",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",4/12/2021 16:20,"Aflatoxins in Indian groundnuts | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2021.181,SPS,food,Ethylene oxide in sesame seeds from India,12/4/2021 12:28,Croatia,alert notification,serious,"Austria,Croatia,Romania,Slovenia",,"Austria,Romania,Slovenia","Austria,Croatia,India,Poland,Romania,Slovenia",India,ethylene oxide   - {pesticide residues},4/12/2021 12:28,Ethylene oxide in sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.1769,SPS,food,Ochratoxin A in red chilli powder origin India,8/4/2021 17:42,Switzerland,information notification for attention,serious,Switzerland,INFOSAN,,India,India,ochratoxin A   - {mycotoxins},4/8/2021 17:42,Ochratoxin A in red chilli powder origin India | ochratoxin A   - {mycotoxins}
2021.1763,SPS,food,Aflatoxines in curry powder origin India,8/4/2021 16:31,Switzerland,information notification for attention,serious,Switzerland,INFOSAN,,"India,Switzerland",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",4/8/2021 16:31,"Aflatoxines in curry powder origin India | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2021.176,SPS,food,Ethylene oxide in sesame seeds,8/4/2021 15:23,Netherlands,alert notification,serious,"Austria,Czechia,Germany,Netherlands,Poland,Slovakia,United Kingdom",INFOSAN,"Austria,Croatia,Czechia,Germany,Netherlands,Poland,Slovakia","Croatia,Netherlands,Poland",India,ethylene oxide   - {pesticide residues},4/8/2021 15:23,Ethylene oxide in sesame seeds | ethylene oxide   - {pesticide residues}
2021.1759,SPS,food,Vibrio parahaemolyticus (and virulence factor TDH gene) detected in shrimps (Penaeus monodon) from Vietnam,8/4/2021 15:17,France,information notification for attention,serious,France,INFOSAN,,"France,Vietnam",Vietnam,Vibrio parahaemolyticus  - {pathogenic micro-organisms},4/8/2021 15:17,Vibrio parahaemolyticus (and virulence factor TDH gene) detected in shrimps (Penaeus monodon) from Vietnam | Vibrio parahaemolyticus  - {pathogenic micro-organisms}
2021.1735,SPS,food,Ethylene oxide in sesame seeds ,7/4/2021 16:07,Finland,alert notification,serious,Finland,INFOSAN,"Finland,Ireland,Netherlands,Spain,Sweden,Switzerland","Finland,India,United Kingdom",India,ethylene oxide   - {pesticide residues},4/7/2021 16:07,Ethylene oxide in sesame seeds  | ethylene oxide   - {pesticide residues}
2021.1719,SPS,food,Histamine poisoning from tuna loins,7/4/2021 10:22,Sweden,alert notification,serious,"Finland,Netherlands,Sweden",INFOSAN,"Netherlands,Sweden","Netherlands,Sweden,Vietnam",Vietnam,histamine generating bacteria   - {pathogenic micro-organisms},4/7/2021 10:22,Histamine poisoning from tuna loins | histamine generating bacteria   - {pathogenic micro-organisms}
2021.1679,SPS,food,Unauthorized substance ethylene oxide in food supplements from India,1/4/2021 18:29,Germany,information notification for attention,serious,Germany,"Germany,INFOSAN",,"Germany,India",India,ethylene oxide   - {pesticide residues},4/1/2021 18:29,Unauthorized substance ethylene oxide in food supplements from India | ethylene oxide   - {pesticide residues}
2021.1638,SPS,food,unauthorised substance ETO in peppers from India,31-03-2021 15:58:29,France,border rejection notification,undecided,,,,"France,India",India,ethylene oxide   - {pesticide residues},3/31/2021 15:58,unauthorised substance ETO in peppers from India | ethylene oxide   - {pesticide residues}
2021.1595,Other/Unmatched,food,cadmium in frozen squid tentacles from India,30-03-2021 08:37:30,Italy,border rejection notification,serious,,,,"India,Italy",India,cadmium   - {heavy metals},3/30/2021 8:37,cadmium in frozen squid tentacles from India | cadmium   - {heavy metals}
2021.1588,SPS,food,Unauthorized substance ethylene oxide in hulled organic sesame seeds from India ,29-03-2021 15:40:49,Germany,alert notification,serious,"Austria,Germany,Italy,Switzerland",,,"Germany,India",India,ethylene oxide   - {pesticide residues},3/29/2021 15:40,Unauthorized substance ethylene oxide in hulled organic sesame seeds from India  | ethylene oxide   - {pesticide residues}
2021.1582,SPS,food,Salmonella Give in Turmeric Powder 2% curcumine,29-03-2021 14:37:11,Netherlands,information notification for attention,serious,Netherlands,INFOSAN,,"India,Netherlands",India,Salmonella Give  - {pathogenic micro-organisms},3/29/2021 14:37,Salmonella Give in Turmeric Powder 2% curcumine | Salmonella Give  - {pathogenic micro-organisms}
2021.1568,Other/Unmatched,food,Ethylene oxide in tahini,26-03-2021 16:38:15,Belgium,alert notification,serious,"Belgium,Netherlands",,"Belgium,Bulgaria,Germany,Netherlands","Bulgaria,India",India,,3/26/2021 16:38,Ethylene oxide in tahini
2021.1536,SPS,food,"Chlorpyrifos in ground cumin from India, via the United Kingdom",25-03-2021 17:30:59,Germany,information notification for attention,undecided,Germany,,,"Germany,United Kingdom",India,chlorpyrifos   - {pesticide residues},3/25/2021 17:30,"Chlorpyrifos in ground cumin from India, via the United Kingdom | chlorpyrifos   - {pesticide residues}"
2021.1534,SPS,food,Unauthorized substance ethylene oxide in organic black sesame from India,25-03-2021 17:17:31,Germany,alert notification,serious,"Austria,Germany,Guatemala,Netherlands,Switzerland",,"Austria,Netherlands,Switzerland","Germany,Guatemala,India",India,ethylene oxide   - {pesticide residues},3/25/2021 17:17,Unauthorized substance ethylene oxide in organic black sesame from India | ethylene oxide   - {pesticide residues}
2021.1522,SPS,food,Ethylene oxide in hulled sesame seeds from India,25-03-2021 14:17:19,Germany,information notification for attention,serious,Germany,INFOSAN,,"Germany,India",India,ethylene oxide   - {pesticide residues},3/25/2021 14:17,Ethylene oxide in hulled sesame seeds from India | ethylene oxide   - {pesticide residues}
2021.1515,SPS,food,Unauthorized substance ethylene oxide in ground organic ginger from India,24-03-2021 17:49:51,Germany,information notification for attention,serious,Germany,INFOSAN,,"Germany,India",India,ethylene oxide   - {pesticide residues},3/24/2021 17:49,Unauthorized substance ethylene oxide in ground organic ginger from India | ethylene oxide   - {pesticide residues}
2021.1475,SPS,food,Exceedance of maximum residue limits for acephate and monocrotophos in drumsticks (Moringa oleifera) from India,23-03-2021 13:55:17,Germany,information notification for attention,undecided,Germany,INFOSAN,,"Germany,India",India,"acephate  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}",3/23/2021 13:55,"Exceedance of maximum residue limits for acephate and monocrotophos in drumsticks (Moringa oleifera) from India | acephate  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}"
2021.1462,Other/Unmatched,food,Cadmium exceeding regulatory maximal level in fish (Katsuwonus (Euthynnus) pelamis from Ecuador ,22-03-2021 18:44:14,France,information notification for attention,serious,France,,,"Ecuador,France,United Kingdom",Ecuador,cadmium   - {heavy metals},3/22/2021 18:44,Cadmium exceeding regulatory maximal level in fish (Katsuwonus (Euthynnus) pelamis from Ecuador  | cadmium   - {heavy metals}
2021.1451,SPS,food,Tricyclazole in dried noodles with chicken flavor from Vietnam,22-03-2021 10:45:10,Norway,information notification for attention,undecided,Norway,,,"Norway,Vietnam",Vietnam,tricyclazole  unauthorised substance - {pesticide residues},3/22/2021 10:45,Tricyclazole in dried noodles with chicken flavor from Vietnam | tricyclazole  unauthorised substance - {pesticide residues}
2021.1444,SPS,food,Nitrofurans (furazolidon) in shrimps from India,19-03-2021 16:55:40,France,border rejection notification,serious,,,,"France,India",India,furazolidon   - {residues of veterinary medicinal products},3/19/2021 16:55,Nitrofurans (furazolidon) in shrimps from India | furazolidon   - {residues of veterinary medicinal products}
2021.1406,SPS,food,Unauthorised substance Chlorpyrifos in bananas from Ecuador,18-03-2021 15:08:01,Estonia,information notification for follow-up,undecided,"Estonia,Germany,Latvia,Lithuania",Lithuania,"Germany,Latvia","Ecuador,Estonia,Germany,Latvia",Ecuador,chlorpyrifos   - {pesticide residues},3/18/2021 15:08,Unauthorised substance Chlorpyrifos in bananas from Ecuador | chlorpyrifos   - {pesticide residues}
2021.1399,SPS,food,Exceeding maximum levels for pesticides in ground cumin from India,18-03-2021 14:05:04,Germany,information notification for follow-up,undecided,"Germany,Netherlands",INFOSAN,Netherlands,"Germany,India",India,"chlorpyrifos   - {pesticide residues},clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues}",3/18/2021 14:05,"Exceeding maximum levels for pesticides in ground cumin from India | chlorpyrifos   - {pesticide residues},clothianidin   - {pesticide residues},imidacloprid   - {pesticide residues},thiamethoxam   - {pesticide residues}"
2021.1388,SPS,food,Salmonella saintpaul in Meretrix  lyrata,17-03-2021 16:47:20,Italy,border rejection notification,serious,,,,"Italy,Vietnam",Vietnam,Salmonella Saintpaul  - {pathogenic micro-organisms},3/17/2021 16:47,Salmonella saintpaul in Meretrix  lyrata | Salmonella Saintpaul  - {pathogenic micro-organisms}
2021.1384,SPS,food,oxido de etileno -cebolla en gránulos / ethylene oxide in onions granules from India,17-03-2021 16:12:57,Spain,border rejection notification,serious,,,,"India,Spain",India,ethylene oxide   - {pesticide residues},3/17/2021 16:12,oxido de etileno -cebolla en gránulos / ethylene oxide in onions granules from India | ethylene oxide   - {pesticide residues}
2021.1363,SPS,food, ethylene oxide beyond the limits in sesame seeds,16-03-2021 16:44:59,Romania,alert notification,serious,"Greece,Romania,Serbia,Ukraine",INFOSAN,Greece,"India,Romania",India,ethylene oxide   - {pesticide residues},3/16/2021 16:44, ethylene oxide beyond the limits in sesame seeds | ethylene oxide   - {pesticide residues}
2021.1306,SPS,food,Ethylene oxide in curry Madras powder,12/3/2021 17:13,Luxembourg,alert notification,undecided,"Belgium,Denmark,France,Germany,Luxembourg,Switzerland",,"Belgium,Denmark,France,Germany,Luxembourg,Switzerland","France,Germany,India,Luxembourg",India,pesticide residues   - {pesticide residues},3/12/2021 17:13,Ethylene oxide in curry Madras powder | pesticide residues   - {pesticide residues}
