period,ISO_CNTRY_CODE,country_name,REFUSAL_DATE,REFUSAL_DATE_PARSED,PRDCT_CODE_DESC_TEXT,REFUSAL_CHARGES,mapped_charge_count,mapped_charge_codes,mapped_charge_categories,sps_tbt_category
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,17-Jan-21,2021-01-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,15-Dec-20,2020-12-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,23-Nov-20,2020-11-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,30-Dec-20,2020-12-30,"SHRIMP & PRAWNS, BREADED",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,15-Mar-22,2022-03-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,19-Feb-21,2021-02-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,27-Nov-23,2023-11-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,24-Mar-21,2021-03-24,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,29-Nov-23,2023-11-29,SHRIMP & PRAWNS,2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,14-Apr-21,2021-04-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,18-Mar-22,2022-03-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,25-Feb-22,2022-02-25,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,17-Feb-23,2023-02-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,19-Nov-20,2020-11-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,11-May-23,2023-05-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,22-Mar-22,2022-03-22,SHRIMP & PRAWNS,"9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,17-Sep-21,2021-09-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,VN,Vietnam,20-Apr-21,2021-04-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,15-Aug-22,2022-08-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,VN,Vietnam,20-Mar-23,2023-03-20,SHRIMP & PRAWNS,9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,19-Feb-21,2021-02-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,13-May-22,2022-05-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,21-Jun-21,2021-06-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,18-Sep-23,2023-09-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,21-Jan-21,2021-01-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,VN,Vietnam,21-Jul-21,2021-07-21,"SHRIMP & PRAWNS, CAKES, BALLS, ETC.",2040,1,SULFITELBL-2040,TBT,TBT
2019-2023,IN,India,06-Jan-21,2021-01-06,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,19-Jul-20,2020-07-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,13-May-22,2022-05-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Apr-20,2020-04-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,23-Nov-20,2020-11-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Oct-23,2023-10-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,EC,Ecuador,11-Oct-23,2023-10-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,EC,Ecuador,07-Apr-22,2022-04-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,VN,Vietnam,12-Jan-22,2022-01-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,15-Apr-21,2021-04-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,21-Jan-21,2021-01-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,21-Jan-21,2021-01-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,20-Nov-20,2020-11-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,07-Jun-22,2022-06-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,VN,Vietnam,28-Jun-21,2021-06-28,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,30-Apr-21,2021-04-30,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,13-Oct-23,2023-10-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,14-Jan-21,2021-01-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,02-Sep-20,2020-09-02,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,VN,Vietnam,18-May-21,2021-05-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,21-Jan-21,2021-01-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,04-Dec-20,2020-12-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,06-Feb-21,2021-02-06,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,VN,Vietnam,29-Jul-21,2021-07-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,19-Nov-20,2020-11-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,18-Nov-20,2020-11-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,11-May-23,2023-05-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,21-Jun-21,2021-06-21,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,08-Nov-23,2023-11-08,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,17-Jun-21,2021-06-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,16-Mar-22,2022-03-16,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,01-Dec-20,2020-12-01,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,27-Aug-21,2021-08-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,25-Feb-22,2022-02-25,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,07-Jun-22,2022-06-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,EC,Ecuador,07-Jun-22,2022-06-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,17-Jan-23,2023-01-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,23-Apr-21,2021-04-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,11-Dec-20,2020-12-11,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,13-May-22,2022-05-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,05-May-21,2021-05-05,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 9, 306, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,EC,Ecuador,27-May-22,2022-05-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,15-Sep-21,2021-09-15,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,18-Sep-23,2023-09-18,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,12-Oct-23,2023-10-12,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,30-Jan-23,2023-01-30,SHRIMP & PRAWNS,2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,10-Dec-20,2020-12-10,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,27-Jan-21,2021-01-27,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,07-Apr-22,2022-04-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,EC,Ecuador,13-May-22,2022-05-13,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,24-Feb-22,2022-02-24,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2900, 3885",2,"CHLORAMP-2900, POIS CHLOR-3885",SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,29-Nov-22,2022-11-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,17-Jun-22,2022-06-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",2860,1,VETDRUGRES-2860,SPS,SPS
2019-2023,IN,India,20-Dec-22,2022-12-20,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,31-Mar-20,2020-03-31,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,IN,India,17-Mar-23,2023-03-17,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 249",2,"FILTHY-249, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,23-Feb-21,2021-02-23,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,08-Dec-22,2022-12-08,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,EC,Ecuador,07-Apr-22,2022-04-07,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,19-Nov-20,2020-11-19,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","9, 306",2,"INSANITARY-306, SALMONELLA-9",SPS,SPS
2019-2023,IN,India,09-Jun-20,2020-06-09,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,29-Sep-23,2023-09-29,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
2019-2023,IN,India,14-Apr-23,2023-04-14,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",9,1,SALMONELLA-9,SPS,SPS
2019-2023,IN,India,04-Jan-23,2023-01-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",3220,1,NITROFURAN-3220,SPS,SPS
2019-2023,EC,Ecuador,04-May-22,2022-05-04,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS",249,1,FILTHY-249,SPS,SPS
2019-2023,IN,India,08-Nov-23,2023-11-08,"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS","2860, 3220",2,"NITROFURAN-3220, VETDRUGRES-2860",SPS,SPS
