Importing Market,Exporting country,Refusal date - formating as MM-YYYY,Barrier Classification,Specific Reason of Rejection,Unique Order ID
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3543023-4|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3543440-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3543440-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3543891-4|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3543891-4|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3544513-3|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3544513-3|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3544514-1|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3544514-1|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3544514-1|2
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3544514-1|2
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546127-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546127-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546311-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546311-0|1
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546311-0|2
United States,India,Nov-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546311-0|2
United States,India,Nov-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0434974-3|1|A
United States,India,Nov-22,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0434974-3|1|B
United States,India,Nov-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0434974-3|1|B
United States,India,Nov-22,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0434974-3|1|C
United States,India,Nov-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0434974-3|1|C
United States,India,Nov-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,8P5-0037697-2|1
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0037697-2|1
United States,India,Nov-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,8P5-0037697-2|2
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0037697-2|2
United States,India,Nov-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,8P5-0037697-2|3
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0037697-2|3
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2309014-8|1
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2309014-8|2
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2309014-8|3
United States,India,Nov-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",9EX-2309014-8|4
United States,India,Nov-24,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0455306-2|1
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",082-0455870-7|1
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",082-0455870-7|1
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",AQZ-0568280-5|1
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1619608-5|1
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1619608-5|2
United States,India,Nov-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1619608-5|3
United States,India,Nov-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,8TH-0040612-2|1
United States,India,Nov-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8TH-0040612-2|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",AQZ-0488049-1|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-1541282-2|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1544142-5|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-1544142-5|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1548372-4|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1548374-0|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-1548374-0|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1548374-0|2
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-1548374-0|2
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1548374-0|3
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-1548374-0|3
United States,India,Dec-20,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,KM6-1548682-6|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1549556-1|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) of the Act in that it appears to have been prepared, packed or held under insanitary conditions whereby it may have been rendered injurious to health in that it appears to have been processed in violation of 21 CFR 123.6(a) and 123.8(a).",KM6-1549556-1|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-1551334-8|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) of the Act in that it appears to have been prepared, packed or held under insanitary conditions whereby it may have been rendered injurious to health in that it appears to have been processed in violation of 21 CFR 123.6(a) and 123.8(a).",KM6-1551334-8|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3541908-8|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3542193-6|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3542195-1|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3542196-9|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3542201-7|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3542669-5|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3543324-6|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3543385-7|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3543852-6|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|10
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|11
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|12
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|2
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|3
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|4
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|5
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|6
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|7
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|8
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",KM6-3544939-0|9
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|1
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|10
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|10
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|2
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|2
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|3
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|3
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|4
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|4
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|5
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|5
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|6
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|6
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|7
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|7
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|8
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|8
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",KM6-3546728-5|9
United States,India,Dec-20,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to have been prepared, packed, or held under insanitary conditions whereby it may have become contaminated with filth, or whereby it may have been rendered injurious to health.",KM6-3546728-5|9
United States,India,Dec-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0438402-1|1
United States,India,Dec-22,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,KM6-1579720-6|1
United States,India,Dec-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",KM6-1579720-6|1
United States,India,Dec-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0442979-2|1
United States,India,Dec-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8P5-0041570-5|1
United States,India,Dec-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",991-0270187-9|1
United States,India,Dec-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",991-0270187-9|2
United States,India,Dec-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",991-0274013-3|1
United States,India,Dec-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the article appears to consist in whole or in part of a filthy, putrid, or decomposed substance or be otherwise unfit for food.",MK8-5966121-9|1
United States,Vietnam,Jan-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0422006-8|1
United States,Vietnam,Jan-22,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to bear or contain a pesticide chemical residue, which causes the article to be adulterated within the meaning of section 402(a)(2)(B) of the FD&C Act. Bears or contains:",082-0425484-4|1
United States,Vietnam,Jan-25,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",8TH-0034272-3|1
United States,Vietnam,Jan-26,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0078727-7|1
United States,Vietnam,Jan-26,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0078727-7|2
United States,Vietnam,Jan-26,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",8P5-0086293-0|1
United States,Vietnam,Jan-26,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the food appears to have a substance added to, mixed or packed with it so as to increase its bulk or weight, or reduce its quality or strength, or make it appear better or of greater value than it is.",8TH-0043728-3|1
United States,Vietnam,Feb-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0413098-6|1|A
United States,Vietnam,Feb-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0413098-6|1|B
United States,Vietnam,Feb-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0413098-6|1|C
United States,Vietnam,Feb-21,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0413098-6|1|D
United States,Vietnam,Feb-22,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0426547-7|1
United States,Vietnam,Feb-22,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",082-0426547-7|1
United States,Vietnam,Feb-23,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",N29-0244486-9|1
United States,Vietnam,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",082-0446778-4|1
United States,Vietnam,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a food additive, namely chloramphenicol, that is unsafe within the meaning of 21 U.S.C. 348.",8TH-0029052-6|1
United States,Vietnam,Feb-24,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain a poisonous or deleterious substance, namely chloramphenicol, which may render it injurious to health.",8TH-0029052-6|1
United States,Vietnam,Feb-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0458781-3|1|A
United States,Vietnam,Feb-26,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that the food appears to have a substance added to, mixed or packed with it so as to increase its bulk or weight, or reduce its quality or strength, or make it appear better or of greater value than it is.",082-0466768-0|1
United States,Vietnam,Mar-19,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,221-6141813-6|1
United States,Vietnam,Mar-19,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to bear or contain a pesticide chemical residue, which causes the article to be adulterated within the meaning of section 402(a)(2)(B) of the FD&C Act. Bears or contains:",K74-0193739-9|1
United States,Vietnam,Mar-21,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",991-0256066-3|1
United States,Vietnam,Mar-23,SPS,"The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it appears to contain Salmonella, a poisonous and deleterious substance which may render it injurious to health.",9T4-3038562-0|1
United States,Vietnam,Mar-23,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,N29-0245880-2|1
United States,Vietnam,Mar-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,082-0458781-3|1|B
United States,Vietnam,Mar-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,FY1-4060493-2|1
United States,Vietnam,Mar-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",FY1-4060493-2|1
United States,Vietnam,Mar-25,SPS,The article is subject to refusal of admission pursuant to Section 801(a)(3) in that it is a food that appears to bear or contain a new animal drug (or conversion product thereof) that is unsafe within the meaning of Section 512.,FY1-4060493-2|2
United States,Vietnam,Mar-25,SPS,"The article is subject to refusal of admission, pursuant to Section 801(a)(3) in that it appears to bear or contain a food additive, namely, nitrofurans, that is unsafe within the meaning of section 409.",FY1-4060493-2|2
